Title,Type,Price
8 room villa with breathtaking view of the sea,Entire home/apt,333
Quarto Duplo com vista - Sintra Small Hostel,Private room,45
Sintra Beach House,Entire home/apt,400
Al-Hamma Apartment - Alfama,Entire home/apt,117
Charming apartment in Ericeira,Entire home/apt,97
"Estoril/Cascais -  beach, gardens&pool, wifi",Entire home/apt,
Fantástico T3 a 50 metros da praia,Entire home/apt,200
Precioso apartamento en Bairro Alto,Entire home/apt,60
Magoito's Villa (Tennis/Futsal Court),Entire home/apt,474
"Madragoa Flat/central, historic quarter in Santos",Entire home/apt,110
Spacious modern rustic character,Entire home/apt,232
Central Vintage Flat near Bairro Alto,Entire home/apt,
Spacious 3br w/ patio & rooftop,Entire home/apt,138
Remodeled Historic Apartment in Bairro Alto,Entire home/apt,140
Casa do Beco - Amazing river view!,Entire home/apt,99
Apartamento Charmoso da Arrochela,Entire home/apt,74
Casa da Arrochela,Entire home/apt,80
Cascais Apartamento Super Moderno e Confortável,Entire home/apt,
Your Home  in Mouraria - Castle and Music,Entire home/apt,176
Low cost room b/t Lisbon-Sintra,Private room,33
My Romantic Home near the Castle,Entire home/apt,168
Perfect location with garden & pool,Entire home/apt,130
BEACH HOUSE with pool near Sintra,Entire home/apt,357
CASCAIS T2 SUPER ACOLHEDOR ATÉ 6 PX,Entire home/apt,
Charming Villa Golf & Beach,Entire home/apt,250
"Spacious, Sunny Sao Paulo Home",Entire home/apt,238
Central apartment. Amazing view.,Entire home/apt,147
Design and character downtown,Entire home/apt,162
Charming apart overlooking the sea,Entire home/apt,60
Lisbon Center Apartment,Entire home/apt,76
Rossio balcony  Fast Internet AirCon and Heating,Entire home/apt,135
Terraço vista Tejo. 10%  month discount !,Entire home/apt,99
In fancy P. Real Room w/ private WC,Private room,
Charmant pied à terre / Rossio,Entire home/apt,107
At the beach with a private garden,Entire home/apt,100
Modern @ Historical Center,Entire home/apt,152
Dreaming Lisbon - Trigueiros 4,Entire home/apt,126
Charming room in Lisbon's center,Private room,72
"Segredo da Rua da Rosa 
Bairro Alto",Entire home/apt,66
SURFBOARD APARTMENT - BY MAYORAL,Entire home/apt,96
APART. MARUCAS GARDEN IN ESTORIL,Entire home/apt,150
The Enchantment of Lisbon (Graça) 2,Entire home/apt,100
Central Chiado 2E by Central Hill,Entire home/apt,334
JULIA'S PÁTEO - Yellow House,Entire home/apt,90
Estrela River View Flat | Remote Work Ready,Entire home/apt,90
Old City Center Apt 2 Bedroom- WIFI,Entire home/apt,132
Live in a traditional neighbourhood,Entire home/apt,45
Central Chiado RC by Central Hill,Entire home/apt,408
Chiado - Historical City Apartment,Entire home/apt,128
"T1 ""Sleeping to the sound of Fado""",Entire home/apt,103
Charming & Central Apartment Lisbon,Entire home/apt,112
Red Passion Apartment Lisbon Lovers,Entire home/apt,76
Quarto e sala aconchegantes,Entire home/apt,
"Apartamento quartos , sala com varanda.",Entire home/apt,65
Charme em Alfama...,Entire home/apt,172
"Hidden Treasure in the Castle / stunning view,",Entire home/apt,131
JULIA'S PÁTEO - Blue House,Entire home/apt,90
JULIA'S PÁTEO - Red House,Entire home/apt,68
Ericeira-Country House/ 2km beach,Entire home/apt,220
A private Miradouro in Lisbon with incredible view,Entire home/apt,139
Alfama Blue House I (River View),Entire home/apt,116
Two-room  loft in shared apartment near the ocean,Private room,
VINTAGE PLACE IN THE CENTER,Entire home/apt,
The Windhouse - Moinho,Entire home/apt,76
Family apartement in the city center!,Entire home/apt,343
Apartamento penthouse com vista fabulosa,Entire home/apt,247
Stylish loft with amazing view,Entire home/apt,127
Villa with Sunny Pateo and amazing River View,Entire home/apt,263
One Dream come True,Entire home/apt,56
Sunny and cosy Apartment,Entire home/apt,106
"Casa do Mouro, Mouraria, Lisboa",Entire home/apt,72
Mini Hostel in Lisbon. Room for 2 guests,Private room,42
Alfama Photography House,Entire home/apt,160
Bica — Love & Charm,Entire home/apt,123
Bica — Charming Balcony,Entire home/apt,117
Small room at República das bananas,Private room,36
Mine & Yours Lovely House for You,Entire home/apt,85
RM3-Lovely river view. historic area. FAST WIFI!,Entire home/apt,366
Historic Center Stunning River View,Entire home/apt,360
Dormir em Veleiro - Lisboa,Private room,
Dormir em Veleiro + 2 horas Passeio,Entire home/apt,
Barco de luxo exclusivo Cascais,Private room,
Villa Ericeira Portugal holidays 09,Entire home/apt,80
Casa  sobre o mar e perto da praia,Entire home/apt,200
Go local@ Peixeira 22,Entire home/apt,38
Design whid a View very quity,Entire home/apt,88
Casa O Carrasco  :  Luxe Villa with pool !,Entire home/apt,250
C. da Biquinha - Castelo dos Mouros,Entire home/apt,71
Casa Moura (2119/AL),Entire home/apt,91
Villa with Luxury Garden in Sintra,Entire home/apt,632
Luxurious Historical Apt. — Baixa/Sé/Main Square,Entire home/apt,162
BOTANICAL GARDEN - PRINCIPE REAL,Entire home/apt,
"Lisbon, Alfama: amazing river view!",Entire home/apt,104
Ericeira Portugal Beach apartment,Entire home/apt,155
Adamastor25.lisbon apartment,Entire home/apt,68
Alfama Best Location Apartment,Entire home/apt,111
Total rest and relaxation,Entire home/apt,100
RITA'S PLACE - historic center,Entire home/apt,129
Vila Santana-BELLE ÉTAGE-Dreamviews,Entire home/apt,139
Vila Santana-JUNIORSUITE-Dreamviews,Entire home/apt,112
Apartment in the center of Cascais,Entire home/apt,76
Esperança AP - 2 Bedroom,Entire home/apt,110
Twin Room Ensuite,Private room,
Ericeira Portugal holidays Mar 04,Entire home/apt,104
Beach Apartment above the Ocean,Entire home/apt,177
6 Bed Mixed Dorm,Shared room,
Casa da Luz da Samarra naturnahes Ferienhaus,Entire home/apt,110
São José Apartment in Lisbon City Center II,Entire home/apt,53
"LV Premier Chiado CH1- Balcony, Central, Elevator",Entire home/apt,534
Flat with pool/bbq/garden,Entire home/apt,100
"Lv Premier Chiado CH2 balcony, spacious, elevator",Entire home/apt,237
Rossio Square Boutique Apartment 1,Entire home/apt,86
A lovely dorm close to the beach,Shared room,
Central Chiado 1E by Central Hill,Entire home/apt,459
Elegant 2BD in Chiado/Bairro Alto,Entire home/apt,
"Alfama apartment, fantastic roof terrace views!",Entire home/apt,106
Sintra Historic Village Center,Entire home/apt,
Vila Santana-PENTHOUSE-Dreamviews,Entire home/apt,159
Santana 21-Romantic Townhouse,Entire home/apt,104
Charming  bedroom & swimming pool,Private room,90
"Lv Premier Chiado CH3- views, central, AC, lift",Entire home/apt,485
"Lv Premier Chiado CH4 spacious, central, elevator",Entire home/apt,474
Lovely house in Sintra,Entire home/apt,86
Two steps from Carcavelos beach,Entire home/apt,54
Sé-Cathedral: no centro histórico,Entire home/apt,136
Stylish Lisbon Apartment in Alfama w/ Heating,Entire home/apt,171
Cheese & Wine | Sra. do Monte - Viewpoint 1,Entire home/apt,107
Cascais Farmer’s Market town Apartment,Entire home/apt,134
Space & tradition in Lisbon with air conditioning,Entire home/apt,205
Casa da Tomadia beautiful&quiet cottage in Sintra,Entire home/apt,72
Apartment with garden in a villa,Entire home/apt,94
GreatStay Fanqueiros Guest House 3 Room 203,Private room,126
Simple Apartment in Condominum.,Entire home/apt,
Alfama - Beco do Belo Studio,Entire home/apt,80
Casa do Candeeiro - Cozy apartment,Entire home/apt,72
Parede-Cascais Bay View Duplex,Entire home/apt,170
Clean & safe studio appartment in Alfama - SITHOA,Entire home/apt,75
Stylish 2BR Loft w/ Views • Av. Liberdade & Metro,Entire home/apt,290
Large Bairro Alto 2 up to 22guests by Central Hill,Entire home/apt,978
Luxury Vintage Apartment by MyPlaceforYou,Entire home/apt,180
Sintra Charming Country House,Entire home/apt,383
RM1 - sunny with fantastic river view! FAST WIFI,Entire home/apt,438
Lisbon Sant'Ana Mouraria 2br apart,Entire home/apt,102
Tejo Views - Granny´s Lisbon Apartment,Entire home/apt,85
NEW! Graça - View Apartment,Entire home/apt,145
Quintarola de S.Gião,Private room,
Hidden Gem II in Alfama perfect to explore Lisbon,Entire home/apt,81
Azenhas do Mar Sintra beach house 1,Entire home/apt,70
Coração de Lisboa - Alfama Inside,Entire home/apt,82
Amazing apart .BAIRRO ALTO 68,Entire home/apt,158
"Apartamento T2, central",Entire home/apt,
Opportunity * available,Entire home/apt,104
New! Central!  Metro Rato at your doorstep.,Entire home/apt,127
"Relax & Explore: Family Villa in Sintra, Colares",Entire home/apt,
"Superb Design & areas, stunning ViewsTop Location",Entire home/apt,147
Cheese & Wine | Chiado - Rossio Square 1,Entire home/apt,130
Prime Location for Summer Holiday,Private room,
Lupanar de Alfama - with private WC,Private room,
baixa charming apartment downtown,Entire home/apt,180
"3 room apt seaside, pool, garden",Entire home/apt,
Country/Beach house: Private room,Private room,
Top of the Castle Hill,Entire home/apt,
Ericeira - Surf & Fisherman,Entire home/apt,90
Apartment Silver I -Lisbon downtown,Entire home/apt,145
Lisbon central,Entire home/apt,90
"Elegant, Unique Views, all rooms with private WC",Entire home/apt,269
Villa with pool in the hills 70 km,Entire home/apt,84
Castel & Downtown at your feet...!,Entire home/apt,85
Baia Iii,Entire home/apt,288
Sé Vintage Apartment.,Entire home/apt,297
Casa da Encosta - Hillside cabin near the sea,Entire home/apt,172
Rooftop 3 bedroom Apartment w/ terrace,Entire home/apt,357
"Downtown flat, watching catedral.",Entire home/apt,95
Casas da Biquinha - Palácio da Pena,Entire home/apt,96
Belém House,Entire home/apt,50
Alcântara/Ajuda Appt T3,Entire home/apt,62
Casa Mar d'Ouro - Historical Center,Entire home/apt,69
"LxTownHouse, the vintage charm...",Entire home/apt,
Boutique Apartments Lisboa - 3-Bedroom Apartment,Entire home/apt,131
Cozy duplex with Tagus River view - Safely clean,Entire home/apt,97
Moradia romântica c/ pátio e piscina - privacidade,Entire home/apt,115
Unique view @ Charm Attic!,Entire home/apt,45
In Love with Alfama in Lisbon 3,Entire home/apt,89
LocaltravelingAlfama-Great Location. FAST WIFI!!,Entire home/apt,878
Downtown Charming Apartment.,Entire home/apt,89
A magic place at Sintra by the sea,Entire home/apt,128
Apartment Bairro Alto,Entire home/apt,98
"Historic Cascais D , balcony near beach & bistros",Entire home/apt,173
Beauty of Graça - ancient Lisbon!,Entire home/apt,74
"Star of Graça, Soul of Lisbon",Entire home/apt,69
"Lovely Apartment, in Sassoeiros, Oeiras",Entire home/apt,109
Oceanfront apartment in town-center,Entire home/apt,165
Underdog Surf House - Pent house,Private room,125
Apartment Silver II Lisbon downtown,Entire home/apt,140
Central Lisbon Apartment,Entire home/apt,104
* Charming & Cosy. Perfect Location,Entire home/apt,178
House with Garden in Lisbon,Entire home/apt,131
Lisbon deluxe city center flat,Entire home/apt,146
Art Gallery Apartment,Entire home/apt,170
PS LISBON FLATS-Av Liberdade II - Clean&Safe Stamp,Entire home/apt,142
Cascais Twin 1A - Daydream Portugal,Entire home/apt,176
Casas da Biquinha -  Seteais,Entire home/apt,82
In Belem Main Street,Private room,
Casas da Biquinha - Ragaleira,Entire home/apt,77
Belém Apartment,Entire home/apt,
"Alfama, magnificent river view",Entire home/apt,
Zambeachouse - Beach & Country,Entire home/apt,50
Alfama River Sight,Entire home/apt,97
Donana - A secluded spot in Galamares,Entire home/apt,144
Wonderful house 10 minutes from Lisbon,Entire home/apt,
BAIXA COSY - City Center Style,Entire home/apt,189
Charmoso apartamento Príncipe Real 7054/AL,Entire home/apt,76
AUGUSTA RETRO-City Center Style,Entire home/apt,81
Central Lisbon Apartment Flat,Entire home/apt,85
"WIIGO Sintra, Praia Grande O",Entire home/apt,104
Villa in Colares (Sintra),Entire home/apt,500
Apartment in the city center,Entire home/apt,103
In2Lisbon – Fernando Pessoa Apartment,Entire home/apt,80
Apartamento Sta Catarina,Entire home/apt,61
Lisbon Storytellers - Near Alfama,Entire home/apt,78
Tagus' Windows,Entire home/apt,128
Ericeira Portugal Villa  with Pool 111,Entire home/apt,315
STUDIO 3 Príncipe Real,Entire home/apt,104
PEACOCK Príncipe Real,Entire home/apt,106
Large 5 bedroom Apartment w/ Spa Bath,Entire home/apt,500
The Center of Lisbon - Mouraria,Entire home/apt,45
2-Bedroom Apart with Garden in the Historic Centre,Entire home/apt,238
LUMIÈRE Príncipe Real,Entire home/apt,137
VITTORIA Príncipe Real,Entire home/apt,124
Country House near Lisbon,Entire home/apt,
Fado in Bairro Alto,Entire home/apt,158
Premium ParedeFlats.com in Lisbon,Entire home/apt,94
Lisboa Vida Boa 4 charme & terrace,Entire home/apt,144
Lisboa Vida Boa 5 charme & terrace,Entire home/apt,117
Amazing view apartment with Parking,Private room,119
GREEN AVILA with new windows and parking,Entire home/apt,106
Cheese & Wine | Sra. do Monte - Viewpoint 2,Entire home/apt,84
good wave,Private room,47
Estoril TOP,Entire home/apt,75
A calm chalet with pool in Sintra,Entire home/apt,135
Apartamento Clássico,Entire home/apt,122
Quinta de Alamgra,Entire home/apt,102
ART-DECO APARTMENT,Entire home/apt,108
"Elegant cozy, a gem in Chiado",Entire home/apt,136
A Mouros House with swimming pool | Ericeira,Entire home/apt,299
Charming apartment at Ericeira,Entire home/apt,110
"Artist Studio - Alfama Old Town, River View, Metro",Entire home/apt,128
"""Lisbon Story"" Chiado",Entire home/apt,128
Apt in historical Bairro Alto - Air-conditioning,Entire home/apt,119
"The BEST - in ""Fashion"" Bairro Alto",Entire home/apt,139
Renovated studio in the middle of Alfama,Entire home/apt,76
Charming at Ericeira-Casa da Avó II,Entire home/apt,90
Nice private room in a House ocean view!,Private room,
House in Campo de Ourique,Entire home/apt,79
Feeling Lisbon—Upscale Apartment on Prince Real,Entire home/apt,150
Bairro Alto - Lisbon in a week II,Entire home/apt,85
Balcony with breathtaking sea view,Entire home/apt,115
Design Apartment with River View in Alfama,Entire home/apt,225
Gloria*apART,Entire home/apt,60
"CHIADO, LISBON * MAINROOM APARTMENT * BAIXA",Entire home/apt,147
"moradia tipica, no pinhal do banzão",Entire home/apt,250
Sete Colinas Apartment,Entire home/apt,147
CAT's: Bright in city center w/view,Entire home/apt,110
Flat at Graça (old part of Lisbon),Entire home/apt,
Lisbon Secret Charming 4 rooms Baixa flat,Entire home/apt,258
Cottage in a small village near Sintra,Entire home/apt,200
Lisbon Lifestyle House,Entire home/apt,100
Alfama Terrace Apart First Floor With Historic Notes and AC,Entire home/apt,345
Cozy 1 room apartment in quiet area,Entire home/apt,1216
Vila with Pool and Ocean view 1,Private room,74
Modern house with private pool near the beach,Entire home/apt,
Lisbon Martim Moniz Apartment,Entire home/apt,81
Charming apartment downtown Lisbon,Entire home/apt,138
Lisboa Portugal Final Champions,Entire home/apt,
Oversize Suite  in Cascais center,Private room,60
"Mimo of Graça, top of the hill!",Entire home/apt,68
Apartamento com piscina perto da praia e do campo,Entire home/apt,
Villa with Pool and Ocean view 2,Private room,73
BE Fully Renovated | Central | Private Patio | A/C,Entire home/apt,206
Great apartment in Lisbon-Cascais area,Private room,72
"Lisbon, Champions League Final",Entire home/apt,2000
Cascais 3 bedrooms pool in Vila Gandarinha,Entire home/apt,350
Loft old quarter of Lisbon - ALFAMA,Entire home/apt,85
CASCAIS ZENTRUM Cozy Calm Light Apartment Terrace,Entire home/apt,
CASA  JUNTO  À  PRAIA  COM  JARDIM,Entire home/apt,
ESTÚDIO COM TERRAÇO E VISTA DE MAR,Entire home/apt,72
CASINHA JUNTO À PRAIA COM JARDIM,Entire home/apt,
Amazing river view studio registo 21952/AL,Entire home/apt,58
Tiny sunny apartment and balcony with river view,Entire home/apt,70
Nº4 ORIENTE DNA COSY STUDIO 4 BY W2Lx,Entire home/apt,120
En-suite no centro de Cascais,Private room,53
Quiet apartment in Central Lisbon,Private room,
Charme no coração da cidade,Entire home/apt,90
Champions league apartment,Entire home/apt,
Óptimo quarto no Centro Histórico de Lisboa,Private room,68
"LTCascais, sunny suite,  quiet setting, Cascais",Private room,34
Studio with River View in Lisbon,Entire home/apt,97
casa rústica entre a serra e o mar,Entire home/apt,91
"Flat in Belem main street, 20min from the beach",Entire home/apt,
Cosy Wooden House,Entire home/apt,
